PKEY=1, STUDENT_ID=2, FNAME=EMILY, LNAME=SMITH, TYPE=HW, ITEM_ID=1, SCORE=4
PKEY=670, STUDENT_ID=33, FNAME=NICHOLAS, LNAME=ALLEN, TYPE=EX, ITEM_ID=1, SCORE=30
PKEY=671, STUDENT_ID=33, FNAME=NICHOLAS, LNAME=ALLEN, TYPE=EX, ITEM_ID=2, SCORE=29
PKEY=672, STUDENT_ID=33, FNAME=NICHOLAS, LNAME=ALLEN, TYPE=EX, ITEM_ID=3, SCORE=33
PKEY=673, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=HW, ITEM_ID=1, SCORE=3
PKEY=674, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=HW, ITEM_ID=2, SCORE=4
PKEY=675, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=HW, ITEM_ID=3, SCORE=4
PKEY=676, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=HW, ITEM_ID=4, SCORE=4
PKEY=677, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=HW, ITEM_ID=5, SCORE=4
PKEY=678, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=HW, ITEM_ID=6, SCORE=5
PKEY=679, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=HW, ITEM_ID=7, SCORE=4
PKEY=680, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=HW, ITEM_ID=8, SCORE=5
PKEY=681, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=HW, ITEM_ID=9, SCORE=5
PKEY=682, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=HW, ITEM_ID=10, SCORE=4
PKEY=683, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=HW, ITEM_ID=11, SCORE=4
PKEY=684, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=QU, ITEM_ID=1, SCORE=9
PKEY=685, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=QU, ITEM_ID=2, SCORE=9
PKEY=686, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=QU, ITEM_ID=3, SCORE=10
PKEY=687, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=QU, ITEM_ID=4, SCORE=8
PKEY=688, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=QU, ITEM_ID=5, SCORE=6
PKEY=689, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=QU, ITEM_ID=6, SCORE=9
PKEY=690, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=QU, ITEM_ID=7, SCORE=10
PKEY=691, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=EX, ITEM_ID=1, SCORE=37
PKEY=692, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=EX, ITEM_ID=2, SCORE=32
PKEY=693, STUDENT_ID=34, FNAME=TYLER, LNAME=SANCHEZ, TYPE=EX, ITEM_ID=3, SCORE=29
PKEY=694, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=HW, ITEM_ID=1, SCORE=5
PKEY=695, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=HW, ITEM_ID=2, SCORE=5
PKEY=696, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=HW, ITEM_ID=3, SCORE=5
PKEY=697, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=HW, ITEM_ID=4, SCORE=3
PKEY=698, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=HW, ITEM_ID=5, SCORE=4
PKEY=699, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=HW, ITEM_ID=6, SCORE=4
PKEY=700, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=HW, ITEM_ID=7, SCORE=3
PKEY=701, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=HW, ITEM_ID=8, SCORE=5
PKEY=702, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=HW, ITEM_ID=9, SCORE=4
PKEY=703, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=HW, ITEM_ID=10, SCORE=3
PKEY=704, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=HW, ITEM_ID=11, SCORE=4
PKEY=705, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=QU, ITEM_ID=1, SCORE=10
PKEY=706, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=QU, ITEM_ID=2, SCORE=7
PKEY=707, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=QU, ITEM_ID=3, SCORE=10
PKEY=708, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=QU, ITEM_ID=4, SCORE=9
PKEY=709, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=QU, ITEM_ID=5, SCORE=9
PKEY=710, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=QU, ITEM_ID=6, SCORE=5
PKEY=711, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=QU, ITEM_ID=7, SCORE=5
PKEY=712, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=EX, ITEM_ID=1, SCORE=39
PKEY=713, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=EX, ITEM_ID=2, SCORE=29
PKEY=714, STUDENT_ID=35, FNAME=NATALIE, LNAME=WRIGHT, TYPE=EX, ITEM_ID=3, SCORE=40
PKEY=715, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=HW, ITEM_ID=1, SCORE=4
PKEY=716, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=HW, ITEM_ID=2, SCORE=3
PKEY=717, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=HW, ITEM_ID=3, SCORE=3
PKEY=718, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=HW, ITEM_ID=4, SCORE=4
PKEY=719, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=HW, ITEM_ID=5, SCORE=5
PKEY=720, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=HW, ITEM_ID=6, SCORE=3
PKEY=721, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=HW, ITEM_ID=7, SCORE=5
PKEY=722, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=HW, ITEM_ID=8, SCORE=4
PKEY=723, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=HW, ITEM_ID=9, SCORE=5
PKEY=724, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=HW, ITEM_ID=10, SCORE=4
PKEY=725, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=HW, ITEM_ID=11, SCORE=4
PKEY=726, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=QU, ITEM_ID=1, SCORE=9
PKEY=727, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=QU, ITEM_ID=2, SCORE=9
PKEY=728, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=QU, ITEM_ID=3, SCORE=7
PKEY=729, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=QU, ITEM_ID=4, SCORE=6
PKEY=730, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=QU, ITEM_ID=5, SCORE=10
PKEY=731, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=QU, ITEM_ID=6, SCORE=8
PKEY=732, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=QU, ITEM_ID=7, SCORE=8
PKEY=733, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=EX, ITEM_ID=1, SCORE=25
PKEY=734, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=EX, ITEM_ID=2, SCORE=24
PKEY=735, STUDENT_ID=36, FNAME=JAMES, LNAME=KING, TYPE=EX, ITEM_ID=3, SCORE=25
PKEY=736, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=HW, ITEM_ID=1, SCORE=4
PKEY=737, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=HW, ITEM_ID=2, SCORE=5
PKEY=738, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=HW, ITEM_ID=3, SCORE=3
PKEY=739, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=HW, ITEM_ID=4, SCORE=4
PKEY=740, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=HW, ITEM_ID=5, SCORE=5
PKEY=741, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=HW, ITEM_ID=6, SCORE=5
PKEY=742, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=HW, ITEM_ID=7, SCORE=3
PKEY=743, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=HW, ITEM_ID=8, SCORE=4
PKEY=744, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=HW, ITEM_ID=9, SCORE=5
PKEY=745, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=HW, ITEM_ID=10, SCORE=5
PKEY=746, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=HW, ITEM_ID=11, SCORE=5
PKEY=747, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=QU, ITEM_ID=1, SCORE=6
PKEY=748, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=QU, ITEM_ID=2, SCORE=7
PKEY=749, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=QU, ITEM_ID=3, SCORE=5
PKEY=750, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=QU, ITEM_ID=4, SCORE=6
PKEY=751, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=QU, ITEM_ID=5, SCORE=7
PKEY=752, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=QU, ITEM_ID=6, SCORE=8
PKEY=753, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=QU, ITEM_ID=7, SCORE=6
PKEY=754, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=EX, ITEM_ID=1, SCORE=35
PKEY=755, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=EX, ITEM_ID=2, SCORE=26
PKEY=756, STUDENT_ID=37, FNAME=JOHN, LNAME=SCOTT, TYPE=EX, ITEM_ID=3, SCORE=39
PKEY=757, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=HW, ITEM_ID=1, SCORE=3
PKEY=758, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=HW, ITEM_ID=2, SCORE=4
PKEY=759, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=HW, ITEM_ID=3, SCORE=5
PKEY=760, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=HW, ITEM_ID=4, SCORE=3
PKEY=761, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=HW, ITEM_ID=5, SCORE=4
PKEY=762, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=HW, ITEM_ID=6, SCORE=5
PKEY=763, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=HW, ITEM_ID=7, SCORE=3
PKEY=764, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=HW, ITEM_ID=8, SCORE=4
PKEY=765, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=HW, ITEM_ID=9, SCORE=4
PKEY=766, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=HW, ITEM_ID=10, SCORE=4
PKEY=767, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=HW, ITEM_ID=11, SCORE=4
PKEY=768, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=QU, ITEM_ID=1, SCORE=6
PKEY=769, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=QU, ITEM_ID=2, SCORE=6
PKEY=770, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=QU, ITEM_ID=3, SCORE=7
PKEY=771, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=QU, ITEM_ID=4, SCORE=6
PKEY=772, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=QU, ITEM_ID=5, SCORE=7
PKEY=773, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=QU, ITEM_ID=6, SCORE=6
PKEY=774, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=QU, ITEM_ID=7, SCORE=10
PKEY=775, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=EX, ITEM_ID=1, SCORE=37
PKEY=776, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=EX, ITEM_ID=2, SCORE=31
PKEY=777, STUDENT_ID=38, FNAME=CHLOE, LNAME=GREEN, TYPE=EX, ITEM_ID=3, SCORE=35
PKEY=778, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=HW, ITEM_ID=1, SCORE=4
PKEY=779, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=HW, ITEM_ID=2, SCORE=4
PKEY=780, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=HW, ITEM_ID=3, SCORE=3
PKEY=781, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=HW, ITEM_ID=4, SCORE=4
PKEY=782, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=HW, ITEM_ID=5, SCORE=5
PKEY=783, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=HW, ITEM_ID=6, SCORE=3
PKEY=784, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=HW, ITEM_ID=7, SCORE=5
PKEY=785, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=HW, ITEM_ID=8, SCORE=4
PKEY=786, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=HW, ITEM_ID=9, SCORE=5
PKEY=787, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=HW, ITEM_ID=10, SCORE=4
PKEY=788, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=HW, ITEM_ID=11, SCORE=3
PKEY=789, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=QU, ITEM_ID=1, SCORE=5
PKEY=790, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=QU, ITEM_ID=2, SCORE=10
PKEY=791, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=QU, ITEM_ID=3, SCORE=9
PKEY=792, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=QU, ITEM_ID=4, SCORE=8
PKEY=793, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=QU, ITEM_ID=5, SCORE=5
PKEY=794, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=QU, ITEM_ID=6, SCORE=10
PKEY=795, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=QU, ITEM_ID=7, SCORE=5
PKEY=796, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=EX, ITEM_ID=1, SCORE=37
PKEY=797, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=EX, ITEM_ID=2, SCORE=33
PKEY=798, STUDENT_ID=39, FNAME=JONATHAN, LNAME=BAKER, TYPE=EX, ITEM_ID=3, SCORE=28
PKEY=799, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=HW, ITEM_ID=1, SCORE=5
PKEY=800, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=HW, ITEM_ID=2, SCORE=3
PKEY=801, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=HW, ITEM_ID=3, SCORE=3
PKEY=802, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=HW, ITEM_ID=4, SCORE=5
PKEY=803, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=HW, ITEM_ID=5, SCORE=3
PKEY=804, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=HW, ITEM_ID=6, SCORE=3
PKEY=805, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=HW, ITEM_ID=7, SCORE=5
PKEY=806, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=HW, ITEM_ID=8, SCORE=3
PKEY=807, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=HW, ITEM_ID=9, SCORE=3
PKEY=808, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=HW, ITEM_ID=10, SCORE=3
PKEY=809, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=HW, ITEM_ID=11, SCORE=5
PKEY=810, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=QU, ITEM_ID=1, SCORE=9
PKEY=811, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=QU, ITEM_ID=2, SCORE=9
PKEY=812, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=QU, ITEM_ID=3, SCORE=8
PKEY=813, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=QU, ITEM_ID=4, SCORE=10
PKEY=814, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=QU, ITEM_ID=5, SCORE=6
PKEY=815, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=QU, ITEM_ID=6, SCORE=6
PKEY=816, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=QU, ITEM_ID=7, SCORE=6
PKEY=817, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=EX, ITEM_ID=1, SCORE=39
PKEY=818, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=EX, ITEM_ID=2, SCORE=32
PKEY=819, STUDENT_ID=40, FNAME=NATHAN, LNAME=ADAMS, TYPE=EX, ITEM_ID=3, SCORE=28
PKEY=820, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=HW, ITEM_ID=1, SCORE=5
PKEY=821, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=HW, ITEM_ID=2, SCORE=4
PKEY=822, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=HW, ITEM_ID=3, SCORE=4
PKEY=823, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=HW, ITEM_ID=4, SCORE=3
PKEY=824, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=HW, ITEM_ID=5, SCORE=5
PKEY=825, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=HW, ITEM_ID=6, SCORE=3
PKEY=826, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=HW, ITEM_ID=7, SCORE=4
PKEY=827, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=HW, ITEM_ID=8, SCORE=3
PKEY=828, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=HW, ITEM_ID=9, SCORE=4
PKEY=829, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=HW, ITEM_ID=10, SCORE=5
PKEY=830, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=HW, ITEM_ID=11, SCORE=3
PKEY=831, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=QU, ITEM_ID=1, SCORE=9
PKEY=832, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=QU, ITEM_ID=2, SCORE=10
PKEY=833, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=QU, ITEM_ID=3, SCORE=8
PKEY=834, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=QU, ITEM_ID=4, SCORE=5
PKEY=835, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=QU, ITEM_ID=5, SCORE=10
PKEY=836, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=QU, ITEM_ID=6, SCORE=7
PKEY=837, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=QU, ITEM_ID=7, SCORE=5
PKEY=838, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=EX, ITEM_ID=1, SCORE=29
PKEY=839, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=EX, ITEM_ID=2, SCORE=28
PKEY=840, STUDENT_ID=41, FNAME=SAMUEL, LNAME=NELSON, TYPE=EX, ITEM_ID=3, SCORE=30
PKEY=841, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=HW, ITEM_ID=1, SCORE=3
PKEY=842, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=HW, ITEM_ID=2, SCORE=5
PKEY=843, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=HW, ITEM_ID=3, SCORE=3
PKEY=844, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=HW, ITEM_ID=4, SCORE=5
PKEY=845, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=HW, ITEM_ID=5, SCORE=5
PKEY=846, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=HW, ITEM_ID=6, SCORE=4
PKEY=847, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=HW, ITEM_ID=7, SCORE=5
PKEY=848, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=HW, ITEM_ID=8, SCORE=3
PKEY=849, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=HW, ITEM_ID=9, SCORE=4
PKEY=850, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=HW, ITEM_ID=10, SCORE=3
PKEY=851, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=HW, ITEM_ID=11, SCORE=4
PKEY=852, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=QU, ITEM_ID=1, SCORE=6
PKEY=853, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=QU, ITEM_ID=2, SCORE=7
PKEY=854, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=QU, ITEM_ID=3, SCORE=9
PKEY=855, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=QU, ITEM_ID=4, SCORE=10
PKEY=856, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=QU, ITEM_ID=5, SCORE=6
PKEY=857, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=QU, ITEM_ID=6, SCORE=7
PKEY=858, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=QU, ITEM_ID=7, SCORE=10
PKEY=859, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=EX, ITEM_ID=1, SCORE=26
PKEY=860, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=EX, ITEM_ID=2, SCORE=34
PKEY=861, STUDENT_ID=42, FNAME=CHRISTIAN, LNAME=HILL, TYPE=EX, ITEM_ID=3, SCORE=40
PKEY=862, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=HW, ITEM_ID=1, SCORE=5
PKEY=863, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=HW, ITEM_ID=2, SCORE=5
PKEY=864, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=HW, ITEM_ID=3, SCORE=3
PKEY=865, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=HW, ITEM_ID=4, SCORE=4
PKEY=866, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=HW, ITEM_ID=5, SCORE=5
PKEY=867, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=HW, ITEM_ID=6, SCORE=5
PKEY=868, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=HW, ITEM_ID=7, SCORE=5
PKEY=869, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=HW, ITEM_ID=8, SCORE=5
PKEY=870, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=HW, ITEM_ID=9, SCORE=5
PKEY=871, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=HW, ITEM_ID=10, SCORE=5
PKEY=872, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=HW, ITEM_ID=11, SCORE=5
PKEY=873, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=QU, ITEM_ID=1, SCORE=9
PKEY=874, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=QU, ITEM_ID=2, SCORE=8
PKEY=875, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=QU, ITEM_ID=3, SCORE=7
PKEY=876, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=QU, ITEM_ID=4, SCORE=6
PKEY=877, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=QU, ITEM_ID=5, SCORE=8
PKEY=878, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=QU, ITEM_ID=6, SCORE=10
PKEY=879, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=QU, ITEM_ID=7, SCORE=6
PKEY=880, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=EX, ITEM_ID=1, SCORE=29
PKEY=881, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=EX, ITEM_ID=2, SCORE=35
PKEY=882, STUDENT_ID=43, FNAME=BRIANNA, LNAME=RAMIREZ, TYPE=EX, ITEM_ID=3, SCORE=34
PKEY=883, STUDENT_ID=44, FNAME=NOAH, LNAME=CAMPBELL, TYPE=HW, ITEM_ID=1, SCORE=5
